city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,rent,property_tax,fire_insurance,total
1,78,2,2,1,2,acept,furnished,1250,7250,390,92,8982
1,200,3,3,2,7,acept,not furnished,4200,7225,642,92,12160
0,420,4,5,4,-,acept,not furnished,600,7225,584,109,8518
1,400,4,6,3,-,acept,not furnished,0,7225,163,109,7497
0,270,3,3,3,1,acept,not furnished,2500,7220,560,92,10370
1,235,3,2,2,5,acept,furnished,3650,7200,626,92,11570
1,300,4,4,1,11,acept,not furnished,3000,7200,700,92,10990
1,180,3,3,2,1,acept,not furnished,2000,7200,900,92,10190
1,277,3,4,0,-,not acept,not furnished,2580,7200,0,109,9889
1,125,2,3,2,10,acept,not furnished,1899,7200,293,92,9484
1,144,3,4,3,4,acept,furnished,856,7200,589,92,8737
1,85,2,2,2,7,not acept,not furnished,900,7200,417,92,8609
1,54,1,1,1,1,not acept,furnished,1050,7200,250,92,8592
1,470,4,6,3,-,acept,not furnished,0,7200,1134,109,8443
1,320,3,3,2,-,acept,not furnished,0,7200,600,109,7909
1,250,4,3,4,-,acept,not furnished,0,7200,434,109,7743
1,400,4,5,5,-,acept,not furnished,0,7200,350,109,7659
1,230,5,3,0,-,acept,not furnished,0,7200,343,109,7652
1,145,3,1,2,-,acept,furnished,90,7200,238,109,7637
1,400,4,2,8,-,acept,not furnished,em info,7200,117,109,7426
1,80,1,1,1,5,acept,furnished,1,7200,0,92,7293
1,300,4,2,3,-,acept,not furnished,0,7182,709,108,7999
1,290,4,3,2,1,not acept,furnished,2890,7150,862,91,10990
1,158,3,2,1,10,not acept,furnished,1310,7150,406,91,8957
1,117,2,2,1,11,not acept,furnished,630,7130,150,91,8001
1,225,4,5,4,10,acept,furnished,1600,7106,0,91,8797
1,185,4,5,4,5,acept,not furnished,2800,7100,1081,90,11070
1,100,2,2,1,15,acept,not furnished,1500,7100,0,90,8690
1,330,3,6,5,-,acept,furnished,0,7100,0,107,7207
1,200,3,4,3,8,acept,not furnished,1400,7080,0,90,8570
1,50,2,2,2,6,acept,furnished,1720,7070,0,90,8880
1,300,4,5,4,9,acept,furnished,4300,7000,1417,89,12810
1,443,5,5,4,3,acept,furnished,4172,7000,1417,89,12680
1,270,5,4,4,6,not acept,not furnished,3500,7000,1684,89,12270
1,200,4,4,2,9,acept,furnished,3700,7000,850,89,11640
1,68,1,1,1,2,acept,not furnished,4200,7000,334,89,11620
1,220,3,4,4,10,acept,not furnished,3500,7000,1000,89,11590
1,240,4,5,4,2,acept,furnished,3000,7000,1396,89,11490
1,204,3,2,2,2,acept,not furnished,3550,7000,764,89,11400
1,400,4,5,4,13,acept,furnished,2700,7000,1500,89,11290
1,240,3,4,3,8,acept,not furnished,2900,7000,1225,89,11210
1,244,3,2,3,14,acept,furnished,2494,7000,1438,89,11020
1,250,3,4,3,8,acept,not furnished,2700,7000,1167,89,10960
1,180,3,2,2,2,acept,not furnished,2500,7000,1200,89,10790
1,270,4,4,4,8,acept,not furnished,2200,7000,1500,89,10790
1,260,3,5,4,12,acept,not furnished,2227,7000,1468,89,10780
1,290,3,5,4,8,acept,furnished,3580,7000,0,89,10670
1,180,3,2,2,11,acept,not furnished,2750,7000,730,89,10570
1,212,3,5,3,7,acept,not furnished,2300,7000,1084,89,10470
1,180,3,3,2,7,acept,not furnished,3000,7000,292,89,10380
1,62,2,2,3,7,acept,not furnished,2890,7000,384,89,10360
1,178,2,4,2,2,acept,not furnished,2300,7000,891,89,10280
0,276,3,4,3,11,acept,not furnished,2590,7000,594,89,10270
1,190,4,4,3,11,acept,furnished,2289,7000,860,89,10240
1,203,3,3,4,3,acept,not furnished,1900,7000,1225,89,10210
1,100,1,2,2,1,acept,furnished,2344,7000,757,89,10190
1,210,3,3,3,17,acept,not furnished,2300,7000,717,89,10110
1,166,3,2,2,2,acept,not furnished,2124,7000,882,89,10100
1,160,4,4,2,3,not acept,not furnished,2700,7000,275,89,10060
1,172,3,3,2,14,acept,furnished,2100,7000,834,89,10020
1,208,3,3,2,2,acept,furnished,2354,7000,552,89,9995
1,200,3,3,2,5,acept,not furnished,2450,7000,437,89,9976
1,180,3,3,4,27,acept,not furnished,2000,7000,859,89,9948
0,240,3,4,4,1,acept,not furnished,2800,7000,0,89,9889
0,157,3,5,3,1,acept,not furnished,2300,7000,442,89,9831
1,154,4,3,3,21,acept,not furnished,1684,7000,1020,89,9793
1,70,1,1,2,9,acept,furnished,2150,7000,542,89,9781
1,162,3,3,1,8,acept,not furnished,2150,7000,492,89,9731
1,159,2,2,2,12,acept,not furnished,2078,7000,505,89,9672
1,48,1,1,2,7,acept,furnished,2300,7000,245,89,9634
1,234,3,4,3,13,acept,not furnished,2400,7000,84,89,9573
1,250,3,4,2,1,not acept,not furnished,2400,7000,42,89,9531
1,240,4,5,5,5,acept,not furnished,2300,7000,100,89,9489
1,177,3,3,5,1,acept,not furnished,1400,7000,1000,89,9489
1,170,3,3,2,8,acept,not furnished,1800,7000,559,89,9448
1,115,3,5,2,10,acept,not furnished,1830,7000,495,89,9414
1,215,3,4,2,9,not acept,not furnished,1800,7000,450,89,9339
1,161,1,2,2,10,not acept,not furnished,2162,7000,54,89,9305
1,127,3,3,2,17,not acept,furnished,1775,7000,421,89,9285
1,120,2,3,2,20,acept,not furnished,2000,7000,180,89,9269
1,180,4,4,4,68,acept,not furnished,1700,7000,450,89,9239
1,180,3,2,1,23,acept,not furnished,1850,7000,299,89,9238
1,160,4,3,3,3,acept,not furnished,1600,7000,542,89,9231
1,208,3,2,1,5,acept,not furnished,1749,7000,384,89,9222
1,146,3,3,3,11,not acept,not furnished,1655,7000,442,89,9186
1,556,4,5,7,-,acept,not furnished,0,7000,2059,106,9165
1,135,3,2,1,13,acept,not furnished,1535,7000,350,89,8974
1,200,3,4,2,10,acept,not furnished,1300,7000,459,89,8848
1,500,3,6,0,-,acept,not furnished,0,7000,1667,106,8773
1,128,3,3,2,1,acept,not furnished,1090,7000,500,89,8679
1,138,3,4,3,2,not acept,not furnished,790,7000,690,89,8569
1,117,3,3,1,20,not acept,not furnished,1200,7000,217,89,8506
1,340,8,5,4,-,acept,not furnished,0,7000,1400,106,8506
1,75,1,1,2,8,acept,furnished,976,7000,323,89,8388
1,115,4,3,4,1,acept,furnished,1133,7000,0,89,8222
1,138,2,2,1,11,acept,furnished,1000,7000,89,89,8178
0,138,3,3,0,2,acept,not furnished,1000,7000,84,89,8173
1,95,3,2,2,10,acept,not furnished,900,7000,142,89,8131
1,320,4,4,8,-,acept,not furnished,0,7000,980,106,8086
1,200,3,2,5,-,acept,not furnished,0,7000,963,106,8069
1,400,4,3,3,-,acept,not furnished,0,7000,900,106,8006
1,100,3,3,1,-,acept,not furnished,0,7000,881,106,7987
1,362,4,5,2,-,acept,not furnished,0,7000,834,106,7940
1,180,2,1,4,-,acept,not furnished,0,7000,834,106,7940
1,600,3,5,8,-,acept,not furnished,0,7000,748,106,7854
1,200,3,3,3,-,acept,not furnished,0,7000,737,106,7843
1,310,4,4,3,-,acept,not furnished,0,7000,675,106,7781
1,520,3,4,3,-,acept,furnished,0,7000,645,106,7751
1,280,3,4,2,-,acept,not furnished,0,7000,584,106,7690
1,350,3,4,2,-,acept,furnished,0,7000,507,106,7613
1,347,5,5,4,-,acept,not furnished,0,7000,500,106,7606
1,250,3,2,8,-,acept,not furnished,0,7000,472,106,7578
1,182,3,4,3,-,acept,not furnished,0,7000,459,106,7565
1,120,2,3,0,-,acept,not furnished,em info,7000,450,106,7556
1,350,4,2,8,-,acept,not furnished,0,7000,450,106,7556
1,220,3,4,2,-,acept,furnished,0,7000,434,106,7540
1,200,3,3,4,-,acept,not furnished,0,7000,425,106,7531
1,215,3,1,3,-,acept,not furnished,0,7000,417,106,7523
1,250,3,3,2,-,not acept,furnished,em info,7000,417,106,7523
1,239,3,3,3,-,acept,not furnished,0,7000,177,106,7283
1,80,3,2,2,-,acept,not furnished,0,7000,167,106,7273
1,230,3,4,1,-,acept,not furnished,em info,7000,167,106,7273
1,200,3,4,8,-,acept,not furnished,0,7000,25,106,7131
1,201,4,3,2,7,acept,not furnished,2800,6999,643,89,10530
1,250,4,4,3,6,acept,not furnished,1850,6970,1580,89,10490
1,580,6,6,6,-,acept,not furnished,0,6960,2084,105,9149
1,64,2,2,1,7,not acept,not furnished,1182,6950,276,89,8497
1,227,4,4,3,5,acept,not furnished,4200,6900,1534,88,12720
1,226,3,4,3,6,acept,not furnished,2200,6900,1209,88,10400
1,141,3,2,2,11,acept,not furnished,2200,6900,450,88,9638
1,127,2,3,2,2,acept,not furnished,1910,6900,500,88,9398
1,130,3,2,1,7,not acept,not furnished,1900,6900,260,88,9148
1,310,3,3,2,11,acept,not furnished,1580,6900,343,88,8911
1,190,4,4,3,11,acept,furnished,1780,6900,0,88,8768
1,180,3,4,1,10,acept,not furnished,1400,6900,342,88,8730
1,106,3,2,2,6,acept,not furnished,1400,6900,275,88,8663
1,600,5,8,0,-,acept,furnished,0,6900,1467,104,8471
1,130,3,2,1,2,acept,furnished,1168,6900,233,88,8389
1,84,2,3,2,25,acept,furnished,634,6900,165,88,7787
0,450,4,5,4,-,acept,furnished,0,6900,230,104,7234
1,418,2,4,3,17,not acept,not furnished,5274,6875,117,88,12350
1,92,2,1,1,11,not acept,not furnished,ncluso,6860,0,87,6947
1,88,2,3,2,11,acept,not furnished,980,6835,0,44,7859
1,136,3,2,2,9,not acept,not furnished,1650,6818,332,87,8887
1,380,2,4,0,21,acept,furnished,3490,6800,2863,87,13240
1,204,4,6,4,8,acept,furnished,3900,6800,940,87,11730
1,245,4,4,3,5,acept,not furnished,3519,6800,1219,87,11630
1,275,4,4,3,9,acept,not furnished,3300,6800,1250,87,11440
1,320,3,4,3,8,acept,not furnished,3400,6800,1,87,10290
1,190,3,2,1,6,acept,not furnished,3040,6800,56,87,9983
1,48,1,1,2,15,not acept,furnished,2121,6800,400,87,9408
1,200,3,4,3,8,acept,not furnished,1700,6800,667,87,9254
1,220,3,5,4,10,acept,not furnished,2250,6800,84,87,9221
1,151,3,4,3,14,not acept,furnished,1700,6800,475,87,9062
1,160,4,5,2,22,acept,furnished,1200,6800,500,87,8587
1,180,3,3,1,-,acept,furnished,1400,6800,0,87,8287
1,290,4,4,0,-,acept,not furnished,0,6800,1100,103,8003
1,600,4,4,4,-,acept,not furnished,0,6800,1000,103,7903
1,600,3,3,4,-,acept,not furnished,0,6800,966,103,7869
1,100,2,2,5,-,acept,not furnished,0,6800,667,103,7570
1,270,3,4,3,-,acept,not furnished,em info,6800,417,103,7320
1,190,3,3,2,-,acept,not furnished,0,6800,392,103,7295
1,128,4,5,1,-,acept,not furnished,0,6800,71,87,6958
1,268,4,4,0,9,not acept,not furnished,4500,6791,1405,87,12780
1,253,3,5,5,9,acept,not furnished,2760,6750,1770,86,11370
1,230,3,4,1,8,acept,furnished,2500,6750,584,86,9920
1,140,2,3,2,13,acept,not furnished,1700,6750,365,86,8901
1,143,3,3,1,1,acept,furnished,1700,6750,280,86,8816
1,470,4,4,5,19,acept,not furnished,6900,6741,0,86,13730
1,150,3,2,1,7,acept,furnished,1843,6715,340,86,8984
1,300,4,4,4,3,acept,not furnished,3000,6700,1420,85,11210
1,390,3,3,3,1,acept,not furnished,3056,6700,687,85,10530
1,178,4,3,2,5,acept,not furnished,1700,6700,660,85,9145
0,139,3,5,3,3,acept,furnished,1090,6700,232,85,8107
1,68,2,2,1,19,not acept,furnished,710,6700,225,85,7720
1,48,1,1,1,21,not acept,furnished,1137,6698,166,85,8086
1,87,2,2,1,4,acept,not furnished,969,6675,167,85,7896
1,240,4,4,4,22,acept,not furnished,1980,6672,417,85,9154
1,101,3,4,2,4,not acept,furnished,1037,6664,359,85,8145
1,200,4,3,2,-,acept,not furnished,0,6660,575,101,7336
1,380,3,2,2,9,acept,not furnished,3835,6650,667,85,11240
1,157,4,3,2,-,acept,not furnished,0,6608,492,100,7200
1,255,4,4,3,2,acept,not furnished,5000,6600,1678,84,13360
1,145,3,3,1,5,acept,furnished,2860,6600,555,84,10100
1,217,4,4,3,5,acept,not furnished,2325,6600,1050,84,10060
1,284,3,2,2,9,acept,furnished,2300,6600,584,84,9568
1,158,4,4,3,5,acept,not furnished,2100,6600,375,84,9159
1,180,3,4,3,15,acept,furnished,1441,6600,690,84,8815
1,124,3,2,3,7,acept,not furnished,1450,6600,300,84,8434
1,74,2,1,2,9,acept,furnished,1100,6600,424,84,8208
1,68,2,2,2,7,acept,furnished,1500,6600,0,84,8184
1,250,4,4,2,-,not acept,not furnished,em info,6600,0,100,6700
1,360,4,5,4,12,acept,not furnished,4350,6593,1830,84,12860
1,280,4,4,3,17,acept,furnished,2400,6553,0,84,9037
1,450,4,5,4,-,acept,not furnished,0,6550,1086,99,7735
1,80,1,2,2,5,acept,not furnished,0,6522,0,83,6605
1,214,4,4,3,5,acept,not furnished,2638,6520,1187,83,10430
1,280,3,3,4,-,acept,not furnished,0,6520,834,99,7453
1,197,3,4,3,16,acept,furnished,2400,6502,1167,83,10150
1,720,4,5,5,17,acept,not furnished,6471,6500,3520,83,16570
1,358,4,5,3,12,acept,not furnished,4900,6500,2173,83,13660
1,465,4,4,4,3,acept,not furnished,4500,6500,1167,83,12250
1,210,3,3,4,1,acept,not furnished,3100,6500,1400,83,11080
1,326,3,4,4,12,acept,not furnished,2808,6500,1605,83,11000
1,300,4,2,2,1,acept,furnished,3000,6500,1091,83,10670
1,213,4,4,3,17,acept,not furnished,2600,6500,1157,83,10340
1,213,3,3,2,1,not acept,not furnished,3200,6500,475,83,10260
1,222,4,3,4,15,acept,not furnished,2600,6500,1000,83,10180
1,161,3,5,3,12,acept,not furnished,2541,6500,567,83,9691
1,160,4,4,3,9,acept,furnished,2184,6500,858,83,9625
1,270,3,4,2,6,acept,not furnished,2890,6500,100,83,9573
1,219,4,4,3,21,acept,furnished,2100,6500,890,83,9573
1,230,3,4,4,12,not acept,not furnished,2200,6500,750,83,9533
1,189,4,3,2,5,not acept,furnished,2300,6500,584,83,9467
1,217,3,4,3,1,acept,not furnished,2884,6500,0,83,9467
1,390,3,3,2,1,not acept,not furnished,1800,6500,1000,83,9383
1,225,4,2,2,11,acept,not furnished,2150,6500,642,83,9375
1,192,3,3,3,16,acept,furnished,1790,6500,630,83,9003
1,200,3,3,2,12,acept,not furnished,2000,6500,417,83,9000
1,176,3,4,3,4,acept,not furnished,1600,6500,775,83,8958
1,240,2,3,1,3,acept,furnished,2300,6500,30,83,8913
1,250,3,3,1,9,acept,not furnished,2000,6500,292,83,8875
1,86,1,2,1,13,acept,furnished,1800,6500,375,83,8758
1,240,3,2,0,7,acept,furnished,1717,6500,444,83,8744
1,105,2,2,2,8,acept,not furnished,1544,6500,520,83,8647
1,105,4,2,2,3,acept,not furnished,1659,6500,400,83,8642
1,146,3,3,2,3,acept,furnished,1600,6500,417,83,8600
1,235,3,3,3,11,not acept,not furnished,1367,6500,579,83,8529
1,130,3,3,2,4,not acept,furnished,1412,6500,470,83,8465
1,110,2,3,2,2,acept,not furnished,1276,6500,517,83,8376
1,103,3,3,2,3,acept,furnished,1310,6500,448,83,8341
1,135,2,3,1,22,acept,not furnished,1415,6500,339,83,8337
1,108,4,3,2,4,acept,not furnished,1134,6500,609,83,8326
1,100,2,2,2,6,acept,furnished,1700,6500,42,83,8325
0,380,3,3,5,-,acept,not furnished,1300,6500,413,98,8311
0,154,3,3,1,14,not acept,not furnished,1700,6500,0,83,8283
1,105,3,2,2,2,acept,not furnished,1320,6500,275,83,8178
1,136,3,2,1,10,not acept,furnished,1300,6500,267,47,8114
1,109,4,2,2,13,acept,not furnished,1156,6500,319,83,8058
1,109,3,2,2,13,acept,not furnished,1156,6500,319,83,8058
1,250,3,2,8,-,acept,not furnished,0,6500,1360,98,7958
1,110,3,2,1,1,not acept,furnished,1172,6500,193,83,7948
1,80,1,1,1,10,acept,not furnished,1300,6500,0,83,7883
1,220,4,5,2,-,acept,not furnished,0,6500,1176,98,7774
1,270,3,2,4,-,acept,not furnished,0,6500,1167,98,7765
1,120,2,2,1,12,acept,not furnished,1077,6500,40,83,7700
1,115,2,2,1,18,acept,furnished,950,6500,125,83,7658
1,90,2,2,1,6,acept,furnished,900,6500,89,83,7572
1,170,3,2,1,5,acept,not furnished,860,6500,110,83,7553
1,97,2,3,1,5,acept,not furnished,760,6500,120,83,7463
1,420,4,6,4,-,acept,not furnished,300,6500,417,98,7315
1,320,4,5,4,-,acept,not furnished,300,6500,417,98,7315
1,205,3,3,4,-,acept,not furnished,0,6500,667,98,7265
1,472,3,2,4,-,acept,not furnished,0,6500,650,98,7248
1,180,3,1,5,-,acept,not furnished,0,6500,567,98,7165
1,250,3,3,4,-,acept,furnished,250,6500,309,98,7157
1,300,5,5,4,-,acept,furnished,0,6500,525,98,7123
1,200,4,2,2,-,acept,furnished,0,6500,500,98,7098
1,400,3,6,6,-,acept,furnished,0,6500,375,98,6973
1,240,5,2,3,-,not acept,not furnished,0,6500,290,98,6888
1,200,3,4,2,-,acept,not furnished,0,6500,209,98,6807
1,270,3,3,1,-,acept,furnished,0,6500,23,98,6621
1,41,3,2,1,1,not acept,furnished,em info,6500,0,83,6583
1,169,4,4,4,9,acept,not furnished,1800,6450,1140,82,9472
1,68,2,2,0,6,not acept,furnished,630,6443,20,82,7175
1,140,2,3,4,10,acept,furnished,2300,6410,417,82,9209
1,488,4,3,3,-,acept,not furnished,14130,6400,1214,82,21820
1,387,4,6,4,1,acept,not furnished,5200,6400,2792,82,14470
1,240,3,4,5,9,acept,not furnished,3200,6400,1400,82,11080
1,220,3,2,2,4,acept,not furnished,3100,6400,700,82,10280
1,400,5,5,5,-,acept,not furnished,0,6400,2500,97,8997
1,200,4,3,3,14,not acept,not furnished,2400,6400,0,82,8882
1,178,3,3,0,17,acept,not furnished,1033,6400,709,82,8224
1,60,2,1,1,8,acept,furnished,1052,6400,114,82,7648
1,113,1,1,2,9,acept,furnished,650,6400,0,82,7132
1,120,3,2,2,-,acept,not furnished,0,6400,547,97,7044
1,375,4,4,3,-,acept,not furnished,0,6400,75,97,6572
1,156,3,2,1,-,acept,not furnished,em info,6400,59,97,6556
1,600,4,3,4,2,acept,not furnished,1,6400,0,82,6483
1,100,3,3,0,5,acept,not furnished,820,6330,148,81,7379
1,165,4,3,3,10,acept,furnished,2440,6300,1292,80,10110
1,190,3,3,1,3,acept,not furnished,2150,6300,459,80,8989
1,164,3,3,1,1,not acept,not furnished,2389,6300,117,80,8886
1,220,3,3,2,14,not acept,furnished,1499,6300,468,80,8347
1,100,3,3,2,13,acept,not furnished,980,6300,491,80,7851
1,115,3,2,1,9,acept,furnished,1082,6300,224,80,7686
1,312,3,6,3,-,acept,furnished,0,6300,1063,95,7458
1,88,2,2,2,1,not acept,furnished,1100,6250,490,80,7920
1,48,1,1,2,16,acept,furnished,2260,6220,262,79,8821
1,46,1,1,2,16,acept,furnished,2210,6220,255,79,8764
1,164,4,4,3,22,acept,furnished,1600,6205,434,79,8318
1,130,3,2,2,15,not acept,not furnished,1400,6200,4000,79,11680
1,213,3,5,5,10,acept,not furnished,3800,6200,ncluso,79,10080
1,272,4,5,3,3,not acept,not furnished,3500,6200,92,79,9871
1,200,3,4,3,18,acept,furnished,2350,6200,1084,79,9713
1,130,2,2,2,3,acept,not furnished,1752,6200,634,79,8665
1,49,1,1,1,7,acept,furnished,1730,6200,0,79,8009
1,220,2,4,2,-,acept,furnished,0,6200,1200,94,7494
1,79,2,2,2,18,not acept,furnished,800,6200,280,79,7359
1,77,3,2,2,14,not acept,not furnished,830,6200,205,79,7314
1,335,3,4,4,-,acept,furnished,0,6200,650,94,6944
0,396,4,6,3,-,acept,not furnished,0,6200,613,94,6907
0,295,7,6,4,-,not acept,furnished,0,6200,334,94,6628
1,120,4,3,3,16,acept,not furnished,1420,6160,390,79,8049
1,127,3,2,1,10,acept,not furnished,1393,6156,172,78,7799
1,200,4,4,3,7,not acept,not furnished,2800,6141,997,78,10020
1,136,3,4,3,13,acept,not furnished,1505,6100,433,78,8116
1,350,5,3,6,-,acept,not furnished,0,6070,1084,92,7246
1,300,3,5,4,12,not acept,not furnished,6593,6000,1974,77,14640
1,600,4,6,5,13,acept,not furnished,7200,6000,1167,77,14440
1,320,3,5,0,10,not acept,not furnished,4778,6000,2417,77,13270
1,400,4,5,3,3,acept,furnished,4670,6000,1195,77,11940
1,197,3,3,2,8,acept,not furnished,4200,6000,1375,77,11650
1,380,5,7,4,21,acept,not furnished,3200,6000,2084,77,11360
1,245,4,3,4,8,acept,not furnished,3450,6000,1667,77,11190
1,280,3,4,2,3,not acept,not furnished,4000,6000,1059,77,11140
1,68,1,1,1,12,acept,furnished,4240,6000,584,77,10900
1,83,1,1,1,15,not acept,furnished,4000,6000,255,77,10330
1,224,3,4,2,9,acept,not furnished,3300,6000,679,77,10060
1,196,4,4,0,11,acept,not furnished,2450,6000,1458,77,9985
1,250,3,4,2,16,acept,not furnished,3300,6000,517,77,9894
1,270,4,3,3,2,acept,not furnished,3260,6000,550,77,9887
1,290,2,3,4,12,acept,furnished,2600,6000,1067,77,9744
1,250,3,4,3,13,acept,not furnished,2800,6000,834,77,9711
1,182,4,4,2,10,acept,not furnished,2965,6000,605,77,9647
1,200,4,5,4,23,not acept,not furnished,2200,6000,1334,77,9611
1,215,4,4,2,16,not acept,furnished,2600,6000,917,77,9594
1,217,2,3,3,5,acept,furnished,2500,6000,1000,77,9577
1,80,4,4,3,5,acept,not furnished,3450,6000,0,77,9527
1,202,4,4,3,13,acept,not furnished,2200,6000,1000,77,9277
1,190,4,4,3,17,acept,not furnished,2263,6000,899,77,9239
1,250,4,4,2,17,acept,furnished,2600,6000,500,77,9177
1,255,3,4,2,10,acept,furnished,2600,6000,500,77,9177
1,310,2,6,3,11,not acept,not furnished,2300,6000,764,77,9141
1,150,3,3,3,11,acept,not furnished,2270,6000,754,77,9101
1,220,3,4,3,8,acept,not furnished,2021,6000,996,77,9094
1,220,3,5,6,8,acept,furnished,2500,6000,500,77,9077
1,600,4,5,6,-,acept,not furnished,0,6000,3000,51,9051
1,230,4,3,4,17,not acept,furnished,2217,6000,745,77,9039
1,131,4,4,3,1,not acept,furnished,2100,6000,798,77,8975
0,284,4,3,3,4,acept,not furnished,2340,6000,483,77,8900
1,198,3,3,0,14,acept,not furnished,2070,6000,715,77,8862
1,215,4,4,2,10,not acept,not furnished,1950,6000,834,77,8861
1,124,3,3,2,1,acept,not furnished,2340,6000,442,77,8859
1,84,4,1,3,5,not acept,not furnished,1914,6000,804,77,8795
0,300,4,4,3,2,acept,not furnished,2300,6000,417,77,8794
1,278,4,4,1,6,acept,not furnished,2118,6000,547,77,8742
1,75,2,1,1,4,acept,furnished,2065,6000,600,77,8742
1,178,2,4,3,2,acept,not furnished,2580,6000,70,77,8727
1,200,3,3,2,7,not acept,furnished,2500,6000,125,77,8702
1,200,3,4,1,8,not acept,furnished,2200,6000,375,77,8652
1,186,4,4,3,11,acept,not furnished,1900,6000,584,77,8561
1,155,4,5,3,14,not acept,not furnished,1850,6000,625,77,8552
1,164,4,4,3,1,acept,not furnished,1840,6000,550,77,8467
1,480,4,5,2,-,acept,furnished,em info,6000,2309,91,8400
1,260,4,2,2,3,acept,not furnished,1715,6000,594,77,8386
1,78,1,1,2,8,not acept,furnished,1980,6000,317,77,8374
1,328,3,4,4,18,acept,furnished,1382,6000,800,77,8259
1,165,3,3,2,3,acept,furnished,1663,6000,502,77,8242
1,92,2,1,1,16,acept,not furnished,1760,6000,400,77,8237
1,146,3,4,4,15,acept,not furnished,1510,6000,631,77,8218
1,75,2,3,2,10,acept,not furnished,1642,6000,400,77,8119
1,330,2,4,3,-,acept,not furnished,0,6000,2000,91,8091
1,145,3,4,3,1,not acept,not furnished,1200,6000,750,77,8027
1,188,3,3,1,4,not acept,furnished,1600,6000,334,77,8011
0,284,4,3,4,-,acept,furnished,1500,6000,405,91,7996
1,140,3,3,1,15,acept,not furnished,1533,6000,370,77,7980
1,180,3,3,1,8,not acept,not furnished,1512,6000,380,77,7969
1,150,3,2,1,7,acept,furnished,1600,6000,284,77,7961
1,60,2,2,1,11,acept,furnished,1680,6000,200,77,7957
1,100,1,2,1,13,not acept,not furnished,1520,6000,348,77,7945
1,103,3,3,0,6,acept,not furnished,1530,6000,320,77,7927
1,195,2,3,1,10,acept,not furnished,1500,6000,334,77,7911
1,118,3,2,1,4,acept,furnished,1800,6000,22,77,7899
1,700,5,7,8,-,acept,furnished,0,6000,1800,91,7891
1,190,3,4,2,10,not acept,not furnished,1764,6000,48,77,7889
1,204,4,3,1,2,acept,furnished,1774,6000,0,77,7851
1,220,4,2,1,2,not acept,not furnished,1340,6000,17,77,7434
1,65,2,2,1,12,not acept,furnished,980,6000,250,77,7307
1,88,2,2,1,1,acept,not furnished,1200,6000,0,77,7277
1,68,1,2,1,5,acept,not furnished,942,6000,229,77,7248
1,54,1,2,1,13,acept,furnished,1150,6000,0,77,7227
1,84,1,2,0,1,acept,furnished,850,6000,250,77,7177
1,84,2,2,0,1,acept,furnished,850,6000,250,77,7177
1,89,3,2,2,19,acept,not furnished,900,6000,184,77,7161
1,343,4,4,4,-,acept,not furnished,0,6000,1042,91,7133
0,350,4,3,4,-,not acept,not furnished,500,6000,500,91,7091
1,97,3,1,1,2,acept,furnished,915,6000,50,77,7042
1,250,3,2,4,-,acept,not furnished,0,6000,875,91,6966
1,240,7,3,4,-,acept,not furnished,0,6000,834,91,6925
1,235,3,2,1,-,acept,not furnished,0,6000,825,91,6916
1,85,2,2,0,17,acept,furnished,560,6000,250,43,6853
1,320,4,6,4,-,acept,not furnished,0,6000,675,91,6766
1,150,2,2,2,-,acept,not furnished,0,6000,667,91,6758
1,336,3,5,3,-,acept,furnished,299,6000,208,91,6598
1,200,3,3,6,-,acept,not furnished,0,6000,500,91,6591
1,264,3,5,0,-,acept,not furnished,0,6000,488,91,6579
1,400,2,5,4,-,acept,not furnished,0,6000,484,91,6575
1,320,3,4,3,-,acept,not furnished,0,6000,484,91,6575
1,500,4,4,0,-,acept,not furnished,0,6000,467,91,6558
0,359,4,5,8,-,acept,not furnished,em info,6000,443,91,6534
1,220,4,3,0,3,acept,not furnished,440,6000,0,77,6517
1,342,5,6,5,-,not acept,not furnished,0,6000,422,91,6513
1,325,5,5,4,-,acept,not furnished,0,6000,420,91,6511
1,380,4,4,6,-,acept,not furnished,0,6000,417,91,6508
1,140,3,1,2,-,not acept,not furnished,140,6000,273,91,6504
1,22,1,1,0,6,not acept,furnished,380,6000,9,77,6466
0,348,3,3,3,-,acept,not furnished,0,6000,350,91,6441
1,177,2,2,2,-,acept,not furnished,0,6000,342,91,6433
1,240,3,4,3,-,acept,not furnished,0,6000,325,91,6416
1,378,3,3,3,-,acept,not furnished,0,6000,285,91,6376
1,200,4,2,2,-,acept,not furnished,0,6000,250,91,6341
1,200,3,2,3,-,acept,furnished,0,6000,209,91,6300
1,300,3,3,2,-,acept,not furnished,0,6000,197,91,6288
1,265,4,4,4,-,acept,not furnished,0,6000,177,91,6268
1,100,2,1,2,-,not acept,not furnished,0,6000,167,91,6258
1,395,4,5,3,-,acept,not furnished,0,6000,122,91,6213
1,130,3,3,2,-,acept,not furnished,0,6000,84,91,6175
1,250,3,4,2,-,acept,not furnished,0,6000,75,91,6166
1,114,5,3,1,-,acept,not furnished,em info,6000,42,91,6133
1,226,3,3,0,-,acept,furnished,0,6000,34,91,6125
1,250,3,5,8,-,acept,furnished,0,6000,7,91,6098
0,300,4,5,2,-,acept,not furnished,0,6000,0,91,6091
1,250,3,2,2,-,acept,furnished,0,6000,0,91,6091
1,80,3,1,0,-,acept,not furnished,em info,6000,0,91,6091
1,100,2,4,2,10,acept,not furnished,1800,5990,417,76,8283
